,duur,beweging,time,WR,Wk,uur,WRbin,WKbin
718,82,True,2016-05-13 19:23:54.447,275.0,3.8932287693024,19,6,3
720,82,True,2016-05-13 20:39:13.644,230.0,3.6812791824341,20,5,3
722,82,True,2016-05-13 22:13:12.060,149.0,3.830295085907,22,3,3
724,84,True,2016-05-14 06:49:27.260,304.0,1.3982928991318,6,7,1
726,83,True,2016-05-14 07:32:13.151,294.0,3.3289926052094,7,7,3
728,83,True,2016-05-14 08:16:14.170,280.0,2.6099538803101,8,6,2
730,83,True,2016-05-14 09:56:54.755,284.0,2.2601997852325,9,6,2
732,83,True,2016-05-14 10:42:39.347,296.0,2.6710789203644,10,7,2
734,83,True,2016-05-14 12:18:50.254,274.0,3.071469783783,12,6,2
736,83,True,2016-05-14 13:52:13.369,278.0,3.2027635574341,13,6,2
738,83,True,2016-05-14 16:11:14.872,302.0,3.7358939647675,16,7,3
740,83,True,2016-05-14 17:38:18.266,297.0,5.1106781959534,17,7,3
742,84,True,2016-05-14 18:08:45.271,294.0,2.6403357982635,18,7,2
744,84,True,2016-05-15 10:28:24.257,278.0,3.1868486404419,10,6,2
746,85,True,2016-05-15 11:06:04.565,260.0,2.8009259700775,11,6,2
748,85,True,2016-05-15 11:26:10.152,299.0,2.4985527992249,11,7,2
