,duur,beweging,time,WR,Wk,WRbin,WKbin
500,86,False,2016-02-01 10:17:57.684,236.0,3.9930553436279,5,3
501,86,False,2016-02-01 10:17:57.684,236.0,3.9930553436279,5,3
504,85,False,2016-02-01 11:32:45.690,210.0,8.6588535308838,5,5
505,85,False,2016-02-01 11:32:45.690,210.0,8.6588535308838,5,5
508,86,False,2016-02-01 18:03:17.994,209.0,7.9644093513489,5,5
509,86,False,2016-02-01 18:03:17.994,209.0,7.9644093513489,5,5
512,85,False,2016-02-01 20:23:43.495,228.0,6.488715171814,5,4
513,85,False,2016-02-01 20:23:43.495,228.0,6.488715171814,5,4
516,85,False,2016-02-02 05:35:45.494,217.0,3.1901040077209,5,2
518,85,False,2016-02-02 06:14:37.189,228.0,6.467013835907,5,4
520,85,False,2016-02-02 09:06:25.403,216.0,2.7126734256744,5,2
522,85,False,2016-02-02 10:02:31.290,221.0,5.6206593513489,5,4
524,84,False,2016-02-02 10:12:42.396,235.0,4.144965171814,5,3
526,85,False,2016-02-02 11:40:15.105,257.0,4.4270830154419,6,3
528,85,False,2016-02-02 12:10:48.298,250.0,3.4939234256744,6,3
530,85,False,2016-02-02 13:00:33.001,278.0,5.078125,6,3
532,85,False,2016-02-02 13:41:04.397,245.0,8.4201383590698,5,5
534,86,False,2016-02-02 15:09:44.704,241.0,4.6223955154419,5,3
536,87,False,2016-02-03 01:21:51.399,235.0,3.4071178436279,5,3
538,89,False,2016-02-03 07:14:55.599,227.0,3.6024303436279,5,3
540,86,False,2016-02-03 07:32:52.687,227.0,2.0833332538605,5,2
542,86,False,2016-02-03 12:06:50.089,251.0,3.3203122615814,6,3
544,86,False,2016-02-03 15:27:00.186,199.0,1.9531248807907,4,2
546,87,False,2016-02-03 17:54:17.895,253.0,1.779513835907,6,2
548,89,False,2016-02-04 03:16:17.588,241.0,1.2803819179535,5,1
550,90,False,2016-02-04 08:12:07.784,246.0,3.8411457538605,5,3
552,88,False,2016-02-04 12:04:59.195,239.0,3.6241319179535,5,3
554,87,False,2016-02-04 14:56:35.992,277.0,1.3020832538605,6,1
556,86,False,2016-02-04 17:09:24.401,209.0,1.7144097089767,5,2
558,86,False,2016-02-04 17:59:21.900,245.0,0.5859375,5,1
