,duur,beweging,time,WR,Wk,uur,N,NO,O,ZO,Z,ZW,W,NW
222,88,False,2015-12-24 11:15:38.475,341.0,7.0963540077209,11,1,0,0,0,0,0,0,0
223,83,True,2015-12-24 11:19:16.079,94.0,0.91145831346512,11,0,0,1,0,0,0,0,0
224,86,False,2015-12-27 13:39:24.390,199.0,5.2083330154419,13,0,0,0,0,1,0,0,0
225,83,True,2015-12-27 13:42:00.090,215.0,4.6223955154419,13,0,0,0,0,0,1,0,0
226,88,False,2015-12-27 15:43:03.986,241.0,2.6909720897675,15,0,0,0,0,0,1,0,0
227,84,True,2015-12-27 15:46:00.386,207.0,1.7144097089767,15,0,0,0,0,0,1,0,0
228,89,False,2015-12-28 06:54:48.197,92.0,0.95486104488373,6,0,0,1,0,0,0,0,0
229,83,True,2015-12-28 06:57:55.192,87.0,1.0416666269302,6,0,0,1,0,0,0,0,0
230,87,False,2015-12-28 18:23:41.282,111.0,2.2135415077209,18,0,0,1,0,0,0,0,0
231,82,True,2015-12-28 18:26:23.173,231.0,1.8229166269302,18,0,0,0,0,0,1,0,0
232,88,False,2015-12-28 22:57:46.377,116.0,2.5390625,22,0,0,0,1,0,0,0,0
233,83,True,2015-12-28 23:00:02.884,145.0,0.93315970897675,23,0,0,0,1,0,0,0,0
234,90,False,2015-12-29 06:42:04.183,99.0,1.1501735448837,6,0,0,1,0,0,0,0,0
235,82,True,2015-12-29 06:44:39.687,130.0,1.6927082538605,6,0,0,0,1,0,0,0,0
236,90,False,2015-12-29 09:03:33.790,134.0,1.4973957538605,9,0,0,0,1,0,0,0,0
237,83,True,2015-12-29 09:05:20.289,115.0,1.6710069179535,9,0,0,0,1,0,0,0,0
238,88,False,2015-12-29 11:16:33.393,219.0,1.0416666269302,11,0,0,0,0,0,1,0,0
239,83,True,2015-12-29 11:19:37.992,203.0,3.4288194179535,11,0,0,0,0,0,1,0,0
240,87,False,2015-12-29 13:38:19.488,64.0,2.2135415077209,13,0,1,0,0,0,0,0,0
241,82,True,2015-12-29 13:40:37.898,209.0,1.2369791269302,13,0,0,0,0,0,1,0,0
242,88,False,2015-12-29 14:07:59.496,148.0,3.1032984256744,14,0,0,0,1,0,0,0,0
243,85,True,2015-12-29 14:10:13.783,297.0,0.97656244039536,14,0,0,0,0,0,0,0,1
244,88,False,2015-12-29 23:24:58.386,189.0,1.6927082538605,23,0,0,0,0,1,0,0,0
245,83,True,2015-12-29 23:27:40.481,231.0,1.8663194179535,23,0,0,0,0,0,1,0,0
246,90,False,2015-12-30 07:20:54.778,160.0,1.0416666269302,7,0,0,0,0,1,0,0,0
247,83,True,2015-12-30 07:23:19.476,130.0,0.13020832836628,7,0,0,0,1,0,0,0,0
248,89,False,2015-12-30 09:07:19.487,146.0,2.5390625,9,0,0,0,1,0,0,0,0
249,82,True,2015-12-30 09:10:01.479,167.0,0.91145831346512,9,0,0,0,0,1,0,0,0
250,88,False,2015-12-31 06:57:35.189,215.0,2.2569444179535,6,0,0,0,0,0,1,0,0
251,84,True,2015-12-31 07:00:54.893,242.0,1.0633679628372,7,0,0,0,0,0,1,0,0
252,88,False,2016-01-03 16:26:05.387,114.0,2.0833332538605,16,0,0,0,1,0,0,0,0
253,89,True,2016-01-03 16:29:11.377,204.0,3.342013835907,16,0,0,0,0,0,1,0,0
254,91,False,2016-01-04 07:31:07.594,150.0,0.82465273141861,7,0,0,0,1,0,0,0,0
255,83,True,2016-01-04 07:34:37.587,275.0,1.0416666269302,7,0,0,0,0,0,0,1,0
256,89,False,2016-01-04 12:03:21.588,240.0,4.144965171814,12,0,0,0,0,0,1,0,0
257,83,True,2016-01-04 12:05:58.391,242.0,3.6458332538605,12,0,0,0,0,0,1,0,0
258,90,False,2016-01-04 17:32:28.476,197.0,1.9097220897675,17,0,0,0,0,1,0,0,0
259,84,True,2016-01-04 17:35:52.990,125.0,1.801215171814,17,0,0,0,1,0,0,0,0
260,89,False,2016-01-04 21:24:15.178,148.0,2.6692707538605,21,0,0,0,1,0,0,0,0
261,83,True,2016-01-04 21:26:24.078,236.0,1.4756944179535,21,0,0,0,0,0,1,0,0
262,89,False,2016-01-05 04:55:13.689,138.0,1.1284722089767,4,0,0,0,1,0,0,0,0
